AveCarelessness,AveCorrect,AveKnow,AveResBored,AveResConf,AveResEngcon,AveResFrust,AveResGaming,AveResOfftask,ITEST_id,Ln,Ln-1,NumActions,RES_BORED,RES_CONCENTRATING,RES_CONFUSED,RES_FRUSTRATED,RES_GAMING,RES_OFFTASK,attemptCount,bottomHint,consecutiveErrorsInRow,correct,endsWithAutoScaffolding,endsWithScaffolding,frIsHelpRequest,frIsHelpRequestScaffolding,frPast5HelpRequest,frPast5WrongCount,frPast8HelpRequest,frPast8WrongCount,frTimeTakenOnScaffolding,frTotalSkillOpportunitiesScaffolding,frWorkingInSchool,helpAccessUnder2Sec,hint,hintCount,hintTotal,manywrong,original,past8BottomOut,responseIsChosen,responseIsFillIn,scaffold,stlHintUsed,sumTimePerSkill,timeGreater10SecAndNextActionRight,timeGreater5Secprev2wrong,timeOver80,timeSinceSkill,timeTaken,totalFrAttempted,totalFrPastWrongCount,totalFrPercentPastWrong,totalFrSkillOpportunities,totalFrSkillOpportunitiesByScaffolding,totalFrTimeOnSkill,totalTimeByPercentCorrectForskill,MCAS,isSTEM
0.112076632,0.444656489,0.214835013,0.254311706,0.084628632,0.644452215,0.137294769,0.101658581,0.205011654,129,0.214835013,0.232638245,524,0.254311706,0.644452215,0.084628632,0.137294769,0.101658581,0.205011654,2.146946565,0.038167939,0.198473282,0.444656489,0.019083969,0.669847328,0.333969466,0.669847328,1.954198473,0.769083969,2.58778626,0.977099237,41.7862595,5.377862595,0.965648855,0.017175573,0.215648855,0.654580153,1.057251908,0.582061069,0.208015267,0.114503817,0,0,0.501908397,0,1134.870229,0.284351145,0.062977099,0.152671756,494842.1508,50.4961832,150.0152672,2.429389313,0.208937337,10.15076336,0.999795842,896.639313,3415.914042,48,0
0.154001611,0.575949367,0.318760523,0.235391158,0.086660627,0.645941305,0.082399133,0.014225851,0.208176258,176,0.318760523,0.308704765,316,0.235391158,0.645941305,0.086660627,0.082399133,0.014225851,0.208176258,1.740506329,0.003164557,0.120253165,0.575949367,0,0.636075949,0.373417722,0.636075949,1.759493671,0.544303797,2.313291139,0.686708861,20.87974683,2.414556962,1,0,0.117088608,0.297468354,0.512658228,0.360759494,0.338607595,0,0,0,0.547468354,0,396.6012659,0.462025316,0.050632911,0.142405063,691242.2278,43.38607595,113.5791139,0.810126582,0.228961964,5.297468354,0.875059598,281.8639241,849.8653566,50,1
0.235045982,0.709090909,0.510753715,0.250685594,0.072317366,0.676984259,0.091461544,0.006531736,0.253564049,190,0.510753715,0.454959933,330,0.250685594,0.676984259,0.072317366,0.091461544,0.006531736,0.253564049,1.396969697,0.012121212,0.066666667,0.709090909,0,0.527272727,0.390909091,0.518181818,1.390909091,0.460606061,1.766666667,0.56969697,31.39393939,1.790909091,1,0.003030303,0.075757576,0.224242424,0.378787879,0.163636364,0.457575758,0.012121212,0,0,0.472727273,0,496.7727273,0.627272727,0.045454545,0.206060606,865396.6485,59.1939394,125.3545455,0.936363636,0.157067462,5.675757576,0.653582673,363.2393939,876.60733,53,1
0.126401241,0.445407279,0.229988259,0.242690549,0.11235571,0.658863123,0.132229992,0.077827163,0.185330182,205,0.229988259,0.258705354,577,0.242690549,0.658863123,0.11235571,0.132229992,0.077827163,0.185330182,2.005199307,0.041594454,0.062391681,0.445407279,0,0.556325823,0.26169844,0.585788562,1.415944541,0.637781629,1.736568458,0.776429809,22.34835352,1.731369151,1,0.027729636,0.284228769,0.811091854,1.232235702,0.597920277,0.372616984,0.081455806,0,0.088388215,0.332755633,0.012131716,329.610052,0.263431542,0.029462738,0.097053726,745241.6586,32.04506066,166.9601386,1.325823224,0.219732542,5.469670711,1.108791369,207.1143848,845.887024,29,0
0.270005023,0.715384615,0.561260426,0.28618078,0.051758966,0.604006989,0.183532224,0.005036821,0.311099746,224,0.561260426,0.511374706,390,0.28618078,0.604006989,0.051758966,0.183532224,0.005036821,0.311099746,1.458974359,0,0.094871795,0.715384615,0,0.382051282,0.3,0.382051282,1.205128205,0.674358974,1.594871795,0.923076923,19.19537949,2.071794872,0.969230769,0,0.038461538,0.082051282,0.115384615,0.158974359,0.528205128,0,0,0.074358974,0.374358974,0,1736.201592,0.687179487,0.048717949,0.364102564,1547554.538,79.53868205,157.5205128,2.825641026,0.190657593,12.51282051,1.109237368,1232.508808,3242.38236,-999,0
0.063061667,0.438247012,0.172446041,0.284884321,0.097436128,0.64298244,0.080696823,0.081812501,0.318139343,237,0.172446041,0.15164536,251,0.284884321,0.64298244,0.097436128,0.080696823,0.081812501,0.318139343,2.107569721,0.047808765,0.12749004,0.438247012,0,0.669322709,0.302788845,0.689243028,1.589641434,0.565737052,1.828685259,0.6812749,37.21115541,1.868525896,1,0.011952191,0.266932271,0.772908367,1.262948207,0.621513944,0.270916335,0.294820717,0,0,0.462151394,0,467.5099603,0.310756972,0.059760956,0.282868526,786342.3665,64.60956176,66.82868526,0.764940239,0.177693689,3.589641434,0.97758964,266.2111554,1675.070578,43,0
0.103424304,0.316476346,0.12672275,0.256108188,0.156391869,0.652335256,0.165638768,0.044363703,0.169164081,240,0.12672275,0.16024354,613,0.256108188,0.652335256,0.156391869,0.165638768,0.044363703,0.169164081,2.727569331,0.042414356,0.349102773,0.316476346,0,0.647634584,0.208809135,0.673735726,1.212071778,1.089722675,1.438825449,1.336052202,31.75530176,1.996737357,0.815660685,0,0.200652529,0.716150082,1.277324633,0.781402936,0.275693312,0.135399674,0,0,0.486133768,0,421.3980423,0.159869494,0.151712887,0.055464927,285724.6166,24.76835236,127.8923328,2.450244698,0.376357141,5.730831974,1.033937581,220.7014682,1980.332106,16,1
0.103424304,0.316476346,0.12672275,0.256108188,0.156391869,0.652335256,0.165638768,0.044363703,0.169164081,240,0.12672275,0.16024354,613,0.256108188,0.652335256,0.156391869,0.165638768,0.044363703,0.169164081,2.727569331,0.042414356,0.349102773,0.316476346,0,0.647634584,0.208809135,0.673735726,1.212071778,1.089722675,1.438825449,1.336052202,31.75530176,1.996737357,0.815660685,0,0.200652529,0.716150082,1.277324633,0.781402936,0.275693312,0.135399674,0,0,0.486133768,0,421.3980423,0.159869494,0.151712887,0.055464927,285724.6166,24.76835236,127.8923328,2.450244698,0.376357141,5.730831974,1.033937581,220.7014682,1980.332106,16,1
0.254016808,0.54950495,0.390923244,0.268919009,0.080365172,0.62079776,0.24632606,0.023672641,0.265146137,263,0.390923244,0.400904571,202,0.268919009,0.62079776,0.080365172,0.24632606,0.023672641,0.265146137,1.683168317,0,0.336633663,0.54950495,0,0.381188119,0.168316832,0.381188119,0.693069307,0.881188119,0.836633663,1.183168317,14.36633664,1.321782178,1,0,0.03960396,0.099009901,0.153465347,0.425742574,0.514851485,0,0,0,0.361386139,0,1066.80198,0.435643564,0.099009901,0.237623762,167645.8762,67.98019802,63.85643564,3.673267327,0.269678994,12.42079208,1.092495683,773.0841584,1737.959539,30,0
0.195707524,0.551252847,0.346406161,0.258309797,0.120236238,0.659551134,0.088719427,0.019464027,0.209815669,269,0.346406161,0.334258452,439,0.258309797,0.659551134,0.120236238,0.088719427,0.019464027,0.209815669,2.036446469,0.018223235,0.277904328,0.551252847,0,0.576309795,0.291571754,0.569476082,1.469248292,0.624145786,1.870159453,0.813211845,24.87699316,2.412300683,0.929384966,0,0.10022779,0.314350797,0.59453303,0.396355353,0.366742597,0.029612756,0,0,0.492027335,0,449.9589976,0.448747153,0.10022779,0.143507973,501440.3166,43.49430524,139.6469248,1.113895216,0.21784299,5.653758542,1.0084146,283.6651481,1336.042343,50,1
0.254191734,0.613466334,0.4710138,0.254219932,0.063829449,0.651848029,0.182679294,0.012647446,0.230848076,282,0.4710138,0.46971059,401,0.254219932,0.651848029,0.063829449,0.182679294,0.012647446,0.230848076,1.688279302,0.014962594,0.077306733,0.613466334,0,0.399002494,0.244389027,0.408977556,1.019950125,0.610972569,1.189526185,0.817955112,19.50623442,1.678304239,0.91521197,0,0.159600998,0.451371571,0.705735661,0.351620948,0.523690773,0.007481297,0,0,0.311720698,0.002493766,1018.44389,0.481296758,0.044887781,0.172069825,258880.0399,53.89775562,145.3915212,2.730673317,0.165053776,11.47630923,0.923101516,782.3965087,1954.391376,51,0
0.093224036,0.309661437,0.146352073,0.211405366,0.079307519,0.655710893,0.102919704,0.245489485,0.126860415,283,0.146352073,0.194431423,1211,0.211405366,0.655710893,0.079307519,0.102919704,0.245489485,0.126860415,2.998348472,0.071841453,0.014863749,0.309661437,0.006606111,0.744013212,0.268373245,0.774566474,2.344343518,0.903385632,3.180016515,1.199009083,24.60693641,4.732452519,1,0.094962841,0.426094137,1.700247729,2.859620149,0.802642444,0.159372419,0.166804294,0,0.058629232,0.39223782,0.000825764,360.6482245,0.125516102,0.005780347,0.039636664,218777.1049,18.32947977,232.8241123,2.044591247,0.235141479,8.434351775,1.130755624,219.639967,1400.687924,11,0
0.141790463,0.535135135,0.256343562,0.30302934,0.125400705,0.64146283,0.146885895,0.008765585,0.314512653,303,0.256343562,0.275099815,185,0.30302934,0.64146283,0.125400705,0.146885895,0.008765585,0.314512653,1.897297297,0,0.275675676,0.535135135,0,0.616216216,0.367567568,0.605405405,1.897297297,0.632432432,2.821621622,0.794594595,43.05945946,7.313513514,0.832432432,0,0.075675676,0.167567568,0.297297297,0.437837838,0.335135135,0,0,0,0.594594595,0,2070.097297,0.464864865,0.145945946,0.281081081,321213.4162,84.94594594,61.3027027,2.783783784,0.209149583,14.94594595,0.975146781,1278.416216,5090.842828,37,0
0.103231519,0.456953642,0.181730023,0.263691709,0.135098297,0.664181194,0.185735196,0.021277366,0.200467304,321,0.181730023,0.199116942,302,0.263691709,0.664181194,0.135098297,0.185735196,0.021277366,0.200467304,1.837748344,0.016556291,0.205298013,0.456953642,0,0.579470199,0.291390728,0.599337748,1.920529801,1.059602649,2.721854305,1.400662252,30.98344369,3.377483444,1,0,0.135761589,0.344370861,0.516556291,0.57615894,0.341059603,0.033112583,0,0,0.5,0,1187.877484,0.331125828,0.099337748,0.102649007,484728.3113,40.12913907,85.09933775,3.566225166,0.212905415,13.44701987,0.950838771,855.705298,3335.91104,28,0
0.32550452,0.532786885,0.603787484,0.227530364,0.11501092,0.652089579,0.088938522,0.041636218,0.161103265,334,0.603787484,0.626352224,610,0.227530364,0.652089579,0.11501092,0.088938522,0.041636218,0.161103265,6.242622951,0,4.431147541,0.532786885,0,0.58852459,0.28852459,0.58852459,1.749180328,0.72295082,2.329508197,0.88852459,23.77540982,2.373770492,0.954098361,0,0.021311475,0.096721311,0.231147541,0.378688525,0.383606557,0,0,0,0.580327869,0,775.5442623,0.429508197,0.163934426,0.109836066,834770.9148,36.12131148,216.0983607,1.659016393,0.15351598,8.61147541,1.205901903,511.7409836,2477.279105,50,0
0.089865373,0.327910959,0.150901156,0.221344054,0.101942282,0.658255944,0.112645191,0.173189271,0.137648703,360,0.150901156,0.183692864,1168,0.221344054,0.658255944,0.101942282,0.112645191,0.173189271,0.137648703,3.178938356,0.056506849,0.120719178,0.327910959,0.005993151,0.63869863,0.251712329,0.685787671,2.132705479,0.800513699,2.750856164,1.041952055,18.79023972,3.867294521,1,0.053082192,0.336472603,1.276541096,2.238869863,0.783390411,0.22859589,0.196917808,0,0.083047945,0.390410959,0.004280822,454.702911,0.155821918,0.012842466,0.058219178,441532.4521,22.42208904,239.4006849,2.058219178,0.227595736,7.547945205,1.100195112,284.4443493,2045.388771,16,0
0.200856569,0.580607477,0.403915485,0.230431456,0.064502096,0.659900772,0.160443507,0.023549179,0.167737018,363,0.403915485,0.411103549,856,0.230431456,0.659900772,0.064502096,0.160443507,0.023549179,0.167737018,1.89953271,0.010514019,0.088785047,0.580607477,0,0.606308411,0.371495327,0.603971963,2.004672897,0.65771028,2.768691589,0.970794393,14.65579906,4.871495327,1,0.004672897,0.122663551,0.392523364,0.716121495,0.341121495,0.372663551,0.031542056,0,0.063084112,0.525700935,0,1120.410586,0.405373832,0.026869159,0.082943925,1152816.596,32.58042523,284.0432243,3.607476636,0.190034682,15.63317757,1.013214984,745.6185934,2920.456155,-999,0
0.08994976,0.454954955,0.199083067,0.297711486,0.153457606,0.617877658,0.066802806,0.007514725,0.269405286,376,0.199083067,0.196011734,222,0.297711486,0.617877658,0.153457606,0.066802806,0.007514725,0.269405286,2.162162162,0.009009009,0.414414414,0.454954955,0,0.68018018,0.355855856,0.68018018,1.301801802,0.842342342,1.531531532,0.941441441,38.89639641,1.572072072,1,0,0.103603604,0.333333333,0.59009009,0.554054054,0.274774775,0.009009009,0,0,0.608108108,0,464.4594594,0.396396396,0.189189189,0.202702703,370105.3243,55.81081081,67.3963964,1.121621622,0.320115936,3.004504505,0.988470616,256.9234234,2043.879688,40,0
0.057967125,0.294964029,0.110814487,0.260942649,0.084377864,0.633719842,0.125252692,0.20230221,0.242305138,387,0.110814487,0.151708179,417,0.260942649,0.633719842,0.084377864,0.125252692,0.20230221,0.242305138,2.755395683,0.105515588,0.383693046,0.294964029,0,0.834532374,0.292565947,0.836930456,1.635491607,0.273381295,1.889688249,0.294964029,76.03117506,2.244604317,0.959232614,0.067146283,0.458033573,1.517985612,2.131894484,0.8441247,0.148681055,0.354916067,0,0,0.426858513,0,763.6546762,0.139088729,0.076738609,0.179856115,500260.5468,61.18225419,82.26618705,0.304556355,0.114536942,3.122302158,0.802278178,325.8752998,2962.805615,20,0
0.087059177,0.409921671,0.148168134,0.24643746,0.101483196,0.663576442,0.192822659,0.060749246,0.185891562,390,0.148168134,0.157139315,383,0.24643746,0.663576442,0.101483196,0.192822659,0.060749246,0.185891562,2.524804178,0.026109661,0.490861619,0.409921671,0,0.665796345,0.308093995,0.684073107,1.845953003,0.88772846,2.436031332,1.187989556,24,3.84073107,1,0.002610966,0.18537859,0.577023499,0.950391645,0.637075718,0.266318538,0.052219321,0,0,0.514360313,0,668.067885,0.245430809,0.104438642,0.093994778,173505.5927,31.71801567,98.48825065,3.394255875,0.293676781,10.95561358,0.890006298,366.3028721,1997.800412,28,0
0.06911221,0.29109063,0.116830269,0.199463905,0.084895379,0.664513142,0.133487635,0.34492697,0.113942855,391,0.116830269,0.14184727,1302,0.199463905,0.664513142,0.084895379,0.133487635,0.34492697,0.113942855,2.850998464,0.106758833,0.046850998,0.29109063,0,0.711981567,0.25422427,0.788018433,2.306451613,0.851766513,3.149001536,1.172043011,12.7265745,4.056835637,1,0.122119816,0.508448541,1.726574501,2.662058372,0.875576037,0.170506912,0.461597542,0,0.076036866,0.302611367,0.001536098,293.6697389,0.096774194,0.010752688,0.01843318,184937.7304,13.63671275,249.8993856,1.985407066,0.248010232,8.056067588,1.232560826,170.7204301,1198.69278,11,0
0.108609114,0.467961165,0.201642481,0.250410971,0.129465814,0.662739874,0.125661576,0.034465367,0.172386654,403,0.201642481,0.215903203,515,0.250410971,0.662739874,0.129465814,0.125661576,0.034465367,0.172386654,2.287378641,0.021359223,0.184466019,0.467961165,0,0.702912621,0.339805825,0.700970874,1.770873786,0.858252427,2.363106796,1.12038835,27.29126211,5.262135922,0.957281553,0.003883495,0.147572816,0.532038835,0.968932039,0.502912621,0.240776699,0.025242718,0,0,0.574757282,0.001941748,686.2252429,0.345631068,0.091262136,0.085436893,652092.5767,35.8,150.2194175,2.403883495,0.302470385,10.35728155,1.010586667,419.5553398,1837.029674,42,0
0.124187214,0.435622318,0.223476375,0.250447473,0.079191415,0.63881043,0.140898999,0.098761521,0.192192916,413,0.223476375,0.252696076,466,0.250447473,0.63881043,0.079191415,0.140898999,0.098761521,0.192192916,2,0.042918455,0.083690987,0.435622318,0,0.690987124,0.334763948,0.690987124,1.886266094,0.763948498,2.553648069,0.989270386,28.08798283,5.070815451,1,0.021459227,0.302575107,0.903433476,1.356223176,0.605150215,0.236051502,0.130901288,0,0,0.435622318,0.002145923,1028.708155,0.332618026,0.045064378,0.115879828,207333.1631,41.87553648,144.2017167,2.58583691,0.230790614,10.7639485,1.083399958,754.8283262,2473.636828,29,0
0.058039199,0.296116505,0.103817992,0.251204004,0.120801937,0.615871259,0.050538084,0.301329222,0.27284879,462,0.103817992,0.129603209,206,0.251204004,0.615871259,0.120801937,0.050538084,0.301329222,0.27284879,2.548543689,0.126213592,0.169902913,0.296116505,0,0.723300971,0.247572816,0.757281553,1.242718447,0.59223301,1.436893204,0.689320388,30.00970869,1.694174757,1,0.121359223,0.461165049,1.538834951,2.257281553,0.810679612,0.242718447,0.27184466,0,0,0.344660194,0,436.5873786,0.155339806,0.077669903,0.184466019,563369.0583,47.13592233,45.19417476,0.844660194,0.283411654,2.849514563,0.866204342,253.2427184,1385.398137,34,0
0.044333818,0.20441989,0.08263669,0.197507964,0.029041796,0.686581079,0.127445198,0.423624681,0.132935205,473,0.08263669,0.094679119,724,0.197507964,0.686581079,0.029041796,0.127445198,0.423624681,0.132935205,3.964088398,0.13121547,0.002762431,0.20441989,0.029005525,0.816298343,0.230662983,0.870165746,2.697513812,0.309392265,3.511049724,0.397790055,14.34116022,5.133977901,1,0.11878453,0.635359116,2.852209945,4.415745856,0.962707182,0.117403315,0.578729282,0,0.055248619,0.298342541,0.006906077,277.1560773,0.052486188,0.001381215,0.022099448,207130.6547,12.45027624,95.4281768,0.730662983,0.128243841,7.587016575,1.063567473,127.6988951,1553.271886,12,0
0.069040948,0.293759513,0.109228933,0.19551639,0.089650886,0.68763229,0.12416391,0.348984254,0.112046335,476,0.109228933,0.135803839,1314,0.19551639,0.68763229,0.089650886,0.12416391,0.348984254,0.112046335,3.638508371,0.094368341,0.049467275,0.293759513,0.000761035,0.679604262,0.221461187,0.735159817,2.369101979,0.660578387,3.110350076,0.868340944,10.59512938,4.319634703,1,0.081430746,0.473363775,2.070015221,3.098934551,0.874429224,0.197108067,0.378234399,0,0.118721461,0.301369863,0.00304414,329.7313547,0.082952816,0.015981735,0.01217656,515033.0845,11.70167428,248.6149163,1.51065449,0.222832785,7.626331811,1.120363106,126.6841705,1720.037397,11,0
0.091698924,0.355932203,0.122782508,0.239677121,0.088023519,0.64830511,0.22104055,0.131176951,0.169535559,493,0.122782508,0.152683861,354,0.239677121,0.64830511,0.088023519,0.22104055,0.131176951,0.169535559,2.274011299,0.050847458,0.262711864,0.355932203,0,0.519774011,0.211864407,0.579096045,1.525423729,1.118644068,1.889830508,1.59039548,18.96892652,3.587570621,0.991525424,0.011299435,0.251412429,0.762711864,1.161016949,0.782485876,0.333333333,0.276836158,0,0,0.353107345,0,776.7259885,0.175141243,0.09039548,0.064971751,136186.9576,25.2259887,80.50282486,4.375706215,0.35553017,13.55932203,0.960122138,577.740113,1930.078049,-999,0
0.15918803,0.529411765,0.293892639,0.222933539,0.090061714,0.669043105,0.118979324,0.109139214,0.160791377,511,0.293892639,0.290122939,391,0.222933539,0.669043105,0.090061714,0.118979324,0.109139214,0.160791377,2.051150895,0.051150895,0.242966752,0.529411765,0,0.644501279,0.322250639,0.644501279,1.373401535,0.777493606,1.618925831,0.959079284,15.8005115,1.99488491,1,0.025575448,0.176470588,0.557544757,0.95140665,0.457800512,0.335038363,0.125319693,0,0,0.488491049,0,394.1969308,0.347826087,0.063938619,0.089514066,229512.2532,30.92071611,118.8235294,1.795396419,0.274943464,6.884910486,1.129361989,299.2173913,1025.583788,52,1
0.153633659,0.480263158,0.274167978,0.2716408,0.147879968,0.649847244,0.072405625,0.019094349,0.247133991,522,0.274167978,0.303802993,304,0.2716408,0.649847244,0.147879968,0.072405625,0.019094349,0.247133991,1.983552632,0.013157895,0.217105263,0.480263158,0,0.730263158,0.404605263,0.720394737,1.753289474,0.470394737,2.069078947,0.552631579,46.55592103,1.996710526,1,0,0.154605263,0.391447368,0.697368421,0.486842105,0.25,0.029605263,0,0,0.628289474,0,471.5296052,0.351973684,0.098684211,0.157894737,346197.1447,51.58881579,88.83881579,0.684210526,0.206220544,3.575657895,0.918382253,294.9605263,1675.779948,42,1
